345,text,hint to watch the video,"This question is very similar to the one shown in the video above. If you are stuck, go back to the video and try to apply the same methods.",general,2013-08-19 04:55:19.880028,2013-08-19 04:55:20.223626,"This question is very similar to the one shown in the video above. If you are stuck, go back to the video and try to apply the same methods.",1
204,video,g482 Jun 11 Q1 hint,http://www.youtube.com/embed/5wc_tamUuGw?rel=0,g482 Jun11,2013-03-11 18:21:46.625946,2014-11-17 21:29:23.954604,https://www.youtube.com/embed/5wc_tamUuGw?rel=0,1
347,text,watch the videos,View the videos on this page and then answer the follow-up questions.,general,2013-08-19 05:28:13.589993,2013-08-19 05:28:13.60416,View the videos on this page and then answer the follow-up questions.,1
441,video,C2 Jan 07 Q1 Template,http://www.youtube.com/embed/8sBU0uSlDDM?rel=0,c2,2014-04-22 03:41:06.757974,2014-11-17 21:29:23.937935,https://www.youtube.com/embed/8sBU0uSlDDM?rel=0,1
205,video,g482 Jun 11 Q2 hint,http://www.youtube.com/embed/ixRylLVyhEs?rel=0,g482 Jun11,2013-03-11 18:22:15.210859,2014-11-17 21:29:23.963872,https://www.youtube.com/embed/ixRylLVyhEs?rel=0,1
101,video,sg02 1b hint 2,http://www.youtube.com/embed/SzATBBlLdO0,sg02,2012-09-12 21:39:07.876807,2014-11-17 21:29:23.974587,https://www.youtube.com/embed/SzATBBlLdO0,1
102,video,sg02 hint 3,http://www.youtube.com/embed/Qp62heTvtgA,sg02,2012-09-12 21:40:31.326982,2014-11-17 21:29:23.983378,https://www.youtube.com/embed/Qp62heTvtgA,1
103,video,sg02 2b hint 1,http://www.youtube.com/embed/CrCVAf18-pg,sg02,2012-09-12 21:41:26.923069,2014-11-17 21:29:23.995823,https://www.youtube.com/embed/CrCVAf18-pg,1
104,video,sg02 2b hint 2,http://www.youtube.com/embed/VYy0eXbBG0Y,sg02,2012-09-12 21:42:38.803089,2014-11-17 21:29:24.003823,https://www.youtube.com/embed/VYy0eXbBG0Y,1
106,video,sg03 hint 2,http://www.youtube.com/embed/zd88Ar3iImA,sg02,2012-09-12 22:20:25.36812,2014-11-17 21:29:24.012758,https://www.youtube.com/embed/zd88Ar3iImA,1
105,video,sg02 1g hint 1,http://www.youtube.com/embed/4sOCUFuOyK8,sg02,2012-09-12 22:17:28.789005,2014-11-17 21:29:24.021913,https://www.youtube.com/embed/4sOCUFuOyK8,1
107,video,sg02 2g hint 1,http://www.youtube.com/embed/-iNz494h4aI,sg02,2012-09-12 22:23:34.481153,2014-11-17 21:29:24.030172,https://www.youtube.com/embed/-iNz494h4aI,1
42,video,intro 2b video,http://www.youtube.com/embed/j-W6avesw5w,intro,2012-08-22 14:47:18.521827,2014-11-17 21:29:24.172504,https://www.youtube.com/embed/j-W6avesw5w,1
43,video,intro 2s,http://www.youtube.com/embed/dOCa6MzleRo,intro,2012-08-22 17:26:28.873347,2014-11-17 21:29:24.209372,https://www.youtube.com/embed/dOCa6MzleRo,1
44,video,intro 2g,http://www.youtube.com/embed/s7HSVIrSScY,intro,2012-08-22 17:27:28.362986,2014-11-17 21:29:24.217669,https://www.youtube.com/embed/s7HSVIrSScY,1
48,video,Standard form example 1,http://www.youtube.com/embed/DzPMe-6A_vU,sg00,2012-08-25 16:42:42.780008,2014-11-17 21:29:24.225725,https://www.youtube.com/embed/DzPMe-6A_vU,1
122,video,rocket graph,http://www.youtube.com/embed/QwrklSlIc20,sg03,2012-10-02 07:22:28.226803,2014-11-17 21:29:24.235481,https://www.youtube.com/embed/QwrklSlIc20,1
77,video,Sphere volume,http://www.youtube.com/embed/QeCYB3aBskQ,sg01,2012-09-02 12:43:38.582498,2014-11-17 21:29:24.243526,https://www.youtube.com/embed/QeCYB3aBskQ,1
78,video,unit conversion example,http://www.youtube.com/embed/isQ3szCGz1k,sg01,2012-09-02 17:57:57.747606,2014-11-17 21:29:24.251534,https://www.youtube.com/embed/isQ3szCGz1k,1
55,video,rules of powers,http://www.youtube.com/embed/-Z7lgLasWEE,sg00,2012-08-26 11:20:03.71787,2014-11-17 21:29:24.259613,https://www.youtube.com/embed/-Z7lgLasWEE,1
56,video,sf calc without calculator,http://www.youtube.com/embed/hcym0YN9ABQ,sg00 standard,2012-08-26 12:42:47.256734,2014-11-17 21:29:24.268138,https://www.youtube.com/embed/hcym0YN9ABQ,1
68,video,subsolve 5,http://www.youtube.com/embed/8M6C17KDZ4A,sg00 subsolve,2012-08-27 16:53:51.378667,2014-11-17 21:29:24.276452,https://www.youtube.com/embed/8M6C17KDZ4A,1
67,video,subsolve 4,http://www.youtube.com/embed/J6qGSgD0HCI,sg00 subsolve,2012-08-27 16:53:20.16292,2014-11-17 21:29:24.28474,https://www.youtube.com/embed/J6qGSgD0HCI,1
64,video,subsolve 1,http://www.youtube.com/embed/kGtuq7SEffM,sg00 subsolve,2012-08-27 16:51:05.604455,2014-11-17 21:29:24.29416,https://www.youtube.com/embed/kGtuq7SEffM,1
65,video,subsolve 2,http://www.youtube.com/embed/7JXWMOqtn3s,sg00 subsolve,2012-08-27 16:52:07.714211,2014-11-17 21:29:24.302593,https://www.youtube.com/embed/7JXWMOqtn3s,1
66,video,subsolve 3,http://www.youtube.com/embed/kFsG2xA5ymc,sg00 subsolve,2012-08-27 16:52:41.905245,2014-11-17 21:29:24.312206,https://www.youtube.com/embed/kFsG2xA5ymc,1
348,video,sketch completed-square quadratic 1,http://www.youtube.com/embed/dMZ_ujVKAZQ?rel=0,c1ch1,2013-09-01 11:20:07.466813,2014-11-17 21:29:24.320659,https://www.youtube.com/embed/dMZ_ujVKAZQ?rel=0,1
100,video,sg02 1b hint 1,http://www.youtube.com/embed/hrUWDrxq2jY,sg02,2012-09-12 21:38:16.010468,2014-11-17 21:29:24.461847,https://www.youtube.com/embed/hrUWDrxq2jY,1
225,video,G482Jun09Q4 hint,http://www.youtube.com/embed/rYtIXMkmdOs?rel=0,G482 Jun09,2013-03-25 12:33:21.910649,2014-11-17 21:29:24.469655,https://www.youtube.com/embed/rYtIXMkmdOs?rel=0,4
